datetime,username,channel,message
2022-04-26T11:25:50.066828,the_pasterz,#thebausffs,YEP
2022-04-26T11:25:50.066970,seikuo,#thebausffs,YEP
2022-04-26T11:25:50.067091,mma963,#thebausffs,YEP
2022-04-26T11:25:50.067210,azooamps,#thebausffs,YEP
2022-04-26T11:25:50.223314,xeniioos,#thebausffs,YEP
2022-04-26T11:25:50.223481,sirpodrickpayne,#thebausffs,YEP
2022-04-26T11:25:50.379898,26scnd,#thebausffs,YEP
2022-04-26T11:25:50.536502,yukela,#thebausffs,YEP
2022-04-26T11:25:50.536661,fusdreng,#thebausffs,YEP
2022-04-26T11:25:51.809909,azazazr,#thebausffs,YES
2022-04-26T11:25:51.966491,keyll,#thebausffs,YEP
2022-04-26T11:25:51.966652,justdiggin,#thebausffs,I myself is
2022-04-26T11:25:51.966776,pepegaofficer,#xqcow,!8ball poof?
2022-04-26T11:25:52.156018,xkre,#thebausffs,YEP
2022-04-26T11:25:52.312676,god_hlmself,#thebausffs,You were banned?
2022-04-26T11:25:52.312868,schnozebot,#xqcow,"ACTION PepegaOfficer, the 8-ball says... sure FeelsGoodMan"
2022-04-26T11:25:52.312993,aysquirrel,#thebausffs,YEP
2022-04-26T11:25:52.313084,dannyyyyp,#thebausffs,YEP
2022-04-26T11:25:52.469254,perunapeto00,#thebausffs,YEP
2022-04-26T11:25:52.469433,toloxl_12,#thebausffs,YEP
2022-04-26T11:25:52.469558,wietsev2000,#thebausffs,NOP
2022-04-26T11:25:52.469677,millenniumr4,#thebausffs,YEP
2022-04-26T11:25:52.625901,cieondancer,#thebausffs,YEP
2022-04-26T11:25:52.626068,inavi01,#thebausffs,YEP
2022-04-26T11:25:54.820282,notexilex,#thebausffs,LOL
2022-04-26T11:25:54.976899,tetchlebaton,#thebausffs,YEP
2022-04-26T11:25:55.560685,sprellet,#thebausffs,YEP
2022-04-26T11:25:58.703949,spaulo_32001,#thebausffs,IT IS
2022-04-26T11:25:58.704107,rhost_,#thebausffs,YEP
2022-04-26T11:25:58.860661,xivili,#thebausffs,YEP
2022-04-26T11:25:59.017335,hikaru_aj,#thebausffs,YEP i am
2022-04-26T11:25:59.017506,humandrizzt,#thebausffs,"Bro you got challenger, you're clearly not inting"
2022-04-26T11:25:59.347029,arshya_v,#thebausffs,YEP i am
2022-04-26T11:25:59.503666,hookmaster45,#thebausffs,YEP
2022-04-26T11:25:57.794254,pepegaofficer,#xqcow,!poof
2022-04-26T11:25:58.056223,damneasy_,#thebausffs,YEP
2022-04-26T11:25:58.212852,jankos_soulmate,#thebausffs,yes
2022-04-26T11:25:58.390718,dub_joe,#xqcow,!roulette 40
2022-04-26T11:25:58.547359,schnozebot,#xqcow,ACTION duB_Joe lost 40 points in roulette and now has 1075 points! xqcSmash
2022-04-26T11:25:58.547531,rocketherman,#thebausffs,SHE HAS ULT AGAIN?
2022-04-26T11:25:58.547652,sygoot_,#thebausffs,YEBB
2022-04-26T11:25:58.547779,lyevtrotsky,#thebausffs,YEP thats why i play him
2022-04-26T11:25:55.938166,zeptiku,#thebausffs,YEP
2022-04-26T11:25:56.094743,wascheesey,#xqcow,HUH
2022-04-26T11:25:56.251381,allygalen,#thebausffs,100% yes
2022-04-26T11:25:56.407942,themagnificentooshi,#thebausffs,yes
2022-04-26T11:25:56.408154,captainmjn,#thebausffs,YEP look the stat
2022-04-26T11:25:56.564562,nottoobadaye,#thebausffs,YEP
2022-04-26T11:25:56.564749,sundaydelight,#thebausffs,YEP
2022-04-26T11:25:56.564896,godriclight,#thebausffs,no just you
2022-04-26T11:25:56.721206,aetherhuertano,#thebausffs,YEP
2022-04-26T11:25:56.721365,mudiam,#thebausffs,YEP
2022-04-26T11:25:56.877805,devon_hendryx,#thebausffs,YEP
2022-04-26T11:25:57.034472,chteufelabiz,#thebausffs,YEP
2022-04-26T11:25:57.197719,somi_0_o,#thebausffs,YEP
2022-04-26T11:25:57.354203,barontor,#thebausffs,"so thats the reason the 2/18/3 of yesterday was totally fine, right? YEP"
2022-04-26T11:25:57.510793,leodebeer,#thebausffs,NOP just you
2022-04-26T11:25:53.756216,vadikus007,#thebausffs,even in gold elo YEP
2022-04-26T11:25:53.756372,subchesire,#thebausffs,I int Sion....
2022-04-26T11:25:53.912845,midnightsomewhere,#thebausffs,exactly
2022-04-26T11:25:54.069419,spaulo_32001,#thebausffs,IT ISÇ
2022-04-26T11:25:54.226132,pablomz97,#thebausffs,YEP
2022-04-26T11:25:54.507137,natelomas,#thebausffs,thats stupiud
2022-04-26T11:25:54.663699,goldennugets1999,#thebausffs,YEP
2022-04-26T11:25:50.838646,battleshrimptv,#thebausffs,fogor Mythic 💀 fogor Mythic 💀 fogor Mythic 💀
2022-04-26T11:25:50.995309,novasae,#thebausffs,YEP
2022-04-26T11:25:51.151899,ambitiousperformer,#thebausffs,YEP
2022-04-26T11:25:51.152073,whitechocsprnklz,#thebausffs,YEP
2022-04-26T11:25:51.308472,evileyelol,#thebausffs,YEP
2022-04-26T11:25:51.308679,wolfiewolfman,#thebausffs,YEP
2022-04-26T11:25:51.308837,ryuniel,#thebausffs,YEP
2022-04-26T11:25:51.308963,littleteaow,#xqcow,!roulette 1
2022-04-26T11:25:51.309077,natelomas,#thebausffs,no
2022-04-26T11:25:51.488952,caslty,#thebausffs,YEP
2022-04-26T11:25:51.645629,acsakiyaki24,#thebausffs,Kappa
2022-04-26T11:25:51.645795,rrr333,#thebausffs,just you YEP
2022-04-26T11:25:52.782478,edreyxx,#thebausffs,YEP
2022-04-26T11:25:52.782670,alenka293,#thebausffs,YEP
2022-04-26T11:25:52.939480,kibbens_,#thebausffs,YEP
2022-04-26T11:25:53.096112,plohediam,#thebausffs,leTroll BAN EVERY sion player for trolling if they have less than 10 deaths
2022-04-26T11:25:53.286527,thefatlevi,#thebausffs,SeemsGood
2022-04-26T11:25:53.443011,cairngorm_,#thebausffs,YEP
2022-04-26T11:25:53.599548,bishopandroid,#thebausffs,But you die a lot on all champs =)
2022-04-26T11:25:53.599707,voxioo,#thebausffs,YEP
2022-04-26T11:21:19.950865,lahee2001,#thebausffs,200 year'd
2022-04-26T11:21:20.179825,peetster00,#thebausffs,dd and tabis and u never die
2022-04-26T11:21:20.468250,spacewalrus,#xqcow,!followage
2022-04-26T11:21:21.874579,crankypanda,#thebausffs,stats suck though
2022-04-26T11:21:22.257697,potter_72,#thebausffs,leTroll LETS BUILD IT
2022-04-26T11:21:22.414268,keyll,#thebausffs,leTroll
2022-04-26T11:21:24.787048,soup_ftw,#xqcow,"wow, actual slowest xqc chat ive seen in a while"
2022-04-26T11:21:24.994566,mcaxier,#thebausffs,DESPAIR 15 DAY BAN
2022-04-26T11:21:28.530539,abstractjj,#thebausffs,100% base and 40% bonus
2022-04-26T11:21:28.687124,stickztheflow,#thebausffs,leTroll
2022-04-26T11:21:28.687172,banana_abuser,#thebausffs,seryldas for slow
2022-04-26T11:21:28.843650,forsauce,#thebausffs,Just get GA.
2022-04-26T11:21:28.843709,fvux,#thebausffs,legit. Damage is 100% AD damage on full stacks
2022-04-26T11:21:29.154397,beancanking,#thebausffs,dd heaps better
2022-04-26T11:21:27.557761,ktosnieznajomyxd,#thebausffs,100%baseAD
2022-04-26T11:21:27.714283,pablomz97,#thebausffs,40+100% base ad
2022-04-26T11:21:25.904335,rhastago,#thebausffs,100% BASE
2022-04-26T11:21:26.061027,partyforbro,#thebausffs,leTroll
2022-04-26T11:21:26.061124,luunaacyy,#thebausffs,ranged top  GIGACHAD ranged junglers GIGACHAD marksman mid GIGACHAD
2022-04-26T11:21:27.244462,maikichi2112,#thebausffs,DO IT
2022-04-26T11:21:27.401183,baesheer,#thebausffs,BASE AD
2022-04-26T11:21:23.514086,lizardfacenospace,#thebausffs,BASE
2022-04-26T11:21:23.670707,zayo_cast,#thebausffs,mr babus please solo bolo me
2022-04-26T11:21:23.827415,baesheer,#thebausffs,m
2022-04-26T11:21:24.082856,salutkid,#thebausffs,%100 base ad bonus phys
2022-04-26T11:21:20.624923,fossabot,#xqcow,"@SPACEWALRUS SPACEWALRUS has been following xQcOW for 4 years, 6 months, 25 days and 15 hours"
2022-04-26T11:21:20.781468,discountdoubleczech,#thebausffs,base ad
2022-04-26T11:21:20.781517,namthedarklord1350,#thebausffs,THis is why faker hats u lul
2022-04-26T11:21:21.320849,haorli,#thebausffs,5Head
2022-04-26T11:21:22.677631,russellthemussel,#thebausffs,Baus playlist op
2022-04-26T11:22:19.606382,peepochatting,#xqcow,TrollDespair
2022-04-26T11:22:20.792609,fossabot,#xqcow,"@asterrrrrrr asterrrrrrr has been following xQcOW for 2 years, 1 month, 27 days and 15 hours"
2022-04-26T11:22:23.645247,ghos7rider00,#thebausffs,EZ
2022-04-26T11:22:23.645294,jaum_n,#thebausffs,WOW Pog
2022-04-26T11:22:23.645304,26scnd,#thebausffs,Pog
2022-04-26T11:22:23.801862,ryanj229,#thebausffs,EZ
2022-04-26T11:22:23.801918,skippyskkipp,#thebausffs,Pog
2022-04-26T11:22:23.958459,comprandre,#thebausffs,EZY
2022-04-26T11:22:23.958521,kandret0,#thebausffs,PagMan
2022-04-26T11:22:24.114968,kanye_westx2024,#thebausffs,ayo??
2022-04-26T11:22:24.115016,spogg,#thebausffs,PagChomp Clap
2022-04-26T11:22:24.271542,littleteaow,#xqcow,!roulette 700
2022-04-26T11:22:24.271588,rasoran,#thebausffs,Pog
2022-04-26T11:22:24.271599,tumr,#thebausffs,LULW
2022-04-26T11:22:24.271611,dunwall5,#thebausffs,EZ
2022-04-26T11:22:24.271625,yuki_rushia,#thebausffs,バウスはe上げ
2022-04-26T11:22:24.271635,evileyelol,#thebausffs,Pog
2022-04-26T11:22:24.428178,ranomane,#thebausffs,GIGACHAD
2022-04-26T11:22:24.428267,darealfuchsi,#thebausffs,EZ
2022-04-26T11:22:24.428291,robby___123,#thebausffs,ezChamp
2022-04-26T11:22:24.428308,wingchihappy,#thebausffs,Pog
2022-04-26T11:22:27.552222,nodditoddi,#thebausffs,Pog
2022-04-26T11:22:27.552410,boringbricck,#thebausffs,Pog
2022-04-26T11:22:27.552547,meblackbeard,#thebausffs,PagShake LETS GO PagShake LETS GO PagShake LETS GO PagShake LETS GO PagShake LETS GO PagShake LETS GO
2022-04-26T11:22:27.708810,thatbackfisch12,#thebausffs,PagMan
2022-04-26T11:22:27.708968,billyphan01,#thebausffs,holy shit
2022-04-26T11:22:27.709102,dezopyly,#thebausffs,EZ
2022-04-26T11:22:27.865511,slowacki,#thebausffs,Pog
2022-04-26T11:22:28.022112,ddr5,#thebausffs,EZ
2022-04-26T11:22:28.178631,sheepy_ftw,#thebausffs,Pog
2022-04-26T11:22:28.334903,pepelaugh_clap,#thebausffs,PogU
2022-04-26T11:22:28.334965,mfkn_eggs,#thebausffs,Pog
2022-04-26T11:22:28.491477,speega,#thebausffs,POOOOOG SOLOBOLO
2022-04-26T11:22:28.491523,aysquirrel,#thebausffs,DAMN Pog
2022-04-26T11:22:28.491535,mesium,#thebausffs,WHAT WAS THAT
2022-04-26T11:22:28.648158,chewpacca,#thebausffs,PagMan
2022-04-26T11:22:28.648211,mostafa_gouda_,#thebausffs,pog
2022-04-26T11:22:28.648222,getrektwien,#thebausffs,Pog
2022-04-26T11:22:28.872153,mr8domino8,#thebausffs,Pog
2022-04-26T11:22:29.164929,zhoresss,#thebausffs,YEAH
2022-04-26T11:22:29.321470,krimsynpog,#thebausffs,PogU
2022-04-26T11:22:29.321631,sebusgigachad36,#thebausffs,Pog
2022-04-26T11:22:29.321755,milliew2348,#thebausffs,REDEMPTION ARC
2022-04-26T11:22:29.321876,oooffffdece,#thebausffs,Pog
2022-04-26T11:22:29.478054,famacitho,#thebausffs,Lets go Babus
2022-04-26T11:22:29.478218,corazon_de_flamingo,#thebausffs,bausSoloBolo bausSoloBolo bausSoloBolo
2022-04-26T11:22:29.478355,new_froggy,#thebausffs,nice vision LULW
2022-04-26T11:22:29.478508,trickster_______,#thebausffs,Pog
2022-04-26T11:22:26.612638,stupidstratfml,#thebausffs,GJ
2022-04-26T11:22:26.612877,skiller3xd,#thebausffs,Pog
2022-04-26T11:22:26.613072,zyleria,#thebausffs,Pog
2022-04-26T11:22:26.613329,anonymus9809,#thebausffs,EZ
2022-04-26T11:22:26.769280,elemanus37,#thebausffs,Pog
2022-04-26T11:22:26.925858,based_one,#thebausffs,EZ
2022-04-26T11:22:26.926031,ipervades,#thebausffs,Pog
2022-04-26T11:22:26.926162,testycoool,#thebausffs,Sit
2022-04-26T11:22:27.082438,schnozebot,#xqcow,ACTION Buchoj lost 1000 points in roulette and now has 79291 points! xqcSmash
2022-04-26T11:22:27.082595,bobbb,#thebausffs,Pog
2022-04-26T11:22:27.082723,schnozebot,#xqcow,ACTION peepoChatting lost 68 points in roulette and now has 0 points! xqcSmash
2022-04-26T11:22:27.082851,trutlord,#thebausffs,Pog
2022-04-26T11:22:27.083010,peachcasino,#thebausffs,Pog
2022-04-26T11:22:27.239128,ranomane,#thebausffs,CHAD
2022-04-26T11:22:27.239359,schnozebot,#xqcow,ACTION LittleTeaOW lost 700 points in roulette and now has 5541 points! xqcSmash
2022-04-26T11:22:27.395611,dr___vanilla,#thebausffs,Pog
2022-04-26T11:22:24.585021,pallaslol,#xqcow,wrong chat
2022-04-26T11:22:24.585260,tinarp1,#thebausffs,Pog
2022-04-26T11:22:24.585463,rahooookman,#thebausffs,noice
2022-04-26T11:22:24.585654,wtsky,#thebausffs,PogU
2022-04-26T11:22:24.585832,lightzxv,#thebausffs,Pog
2022-04-26T11:22:24.585968,empuresu,#thebausffs,Pog
2022-04-26T11:22:24.741588,lolpafff,#thebausffs,EZ
2022-04-26T11:22:24.741841,ahidam,#thebausffs,Pog
2022-04-26T11:22:24.742058,nasangg,#thebausffs,Pog
2022-04-26T11:22:24.742272,fabinho3a,#thebausffs,WOW
2022-04-26T11:22:24.742507,jeweller_will,#thebausffs,solo bolo
2022-04-26T11:22:24.742701,bankk23,#thebausffs,PagWoman
2022-04-26T11:22:24.742892,hikaru_aj,#thebausffs,EZ
2022-04-26T11:22:24.898160,acsakiyaki24,#thebausffs,EZ
2022-04-26T11:22:24.898451,stickztheflow,#thebausffs,!watchtime
2022-04-26T11:22:24.898658,dapprxd,#thebausffs,league of oneshots Aware
2022-04-26T11:22:25.054832,n3nechi,#thebausffs,PagWoman
2022-04-26T11:22:25.055143,holograsm,#thebausffs,Pog
2022-04-26T11:22:25.055361,imkarthus,#thebausffs,sit
2022-04-26T11:22:25.294593,bottomliness,#thebausffs,Pog
2022-04-26T11:22:25.865796,streamelements,#thebausffs,stickztheflow has spent  1 day 23 hours watching thebausffs
2022-04-26T11:22:26.142806,pallaslol,#xqcow,mybad
2022-04-26T11:22:26.299441,fluffyizuna,#thebausffs,PAGGING
2022-04-26T11:22:26.456007,sirpodrickpayne,#thebausffs,EZ
2022-04-26T11:22:26.456167,gayani,#thebausffs,EZ
2022-04-26T11:22:26.456310,fredriktuvlind,#thebausffs,YUGE
2022-04-26T11:22:26.456433,hornyraichy,#thebausffs,Pog
2022-04-26T11:22:22.548993,buchoj,#xqcow,!roulette 1000
2022-04-26T11:22:22.705652,austygwk,#thebausffs,PogYou
2022-04-26T11:22:22.705700,doclinguini,#thebausffs,!followage
2022-04-26T11:22:22.705712,peggiev,#thebausffs,EZ
2022-04-26T11:22:22.705724,streamelements,#thebausffs,"@doclinguini, doclinguini has been following thebausffs for  1 year 3 months 10 days 21 hours"
2022-04-26T11:22:22.862230,kingofanimalz,#thebausffs,PagMan
2022-04-26T11:22:22.862277,peepochatting,#xqcow,!roulette all
2022-04-26T11:22:22.862288,deadlyxcloud,#thebausffs,Pog
2022-04-26T11:22:23.018794,pallaslol,#xqcow,I jerk off to potfriend
2022-04-26T11:22:23.018845,mesium,#thebausffs,Pog
2022-04-26T11:22:23.018857,albaniansexmachine,#thebausffs,Pog
2022-04-26T11:22:23.175353,lingmee69,#thebausffs,EZY
2022-04-26T11:22:23.175403,dunderadc,#thebausffs,Lp?
2022-04-26T11:22:23.175415,allmyhomiesinmates,#thebausffs,XDD
2022-04-26T11:22:23.175425,anonymousnihilist,#thebausffs,Pog
2022-04-26T11:22:23.331986,n00b_except_faker,#thebausffs,Pog
2022-04-26T11:22:23.332033,cerexa1,#thebausffs,pog
2022-04-26T11:22:23.488591,sightstoneward,#thebausffs,LOL
2022-04-26T11:22:23.488640,boblobber,#thebausffs,pog
2022-04-26T11:22:23.488651,bongdon,#thebausffs,Pog
2022-04-26T11:22:20.161860,fr0zenarrow,#thebausffs,Pog 󠀀
2022-04-26T11:22:20.514814,asterrrrrrr,#xqcow,!followage
2022-04-26T11:22:21.527027,herme__,#thebausffs,Add sion to friends and exchange opinions PogU
2022-04-26T11:22:21.683547,nyomster,#thebausffs,Guys I wonder if the slow applies for range champions Clueless
2022-04-26T11:19:20.580889,lippydarren,#thebausffs,SOLO BAULO
2022-04-26T11:19:21.170868,inavi01,#thebausffs,MLADY
2022-04-26T11:19:23.479881,partyforbro,#thebausffs,Sunfire
2022-04-26T11:19:23.480070,kolamon,#thebausffs,Duck 󠀀
2022-04-26T11:19:23.480199,boingboing27,#thebausffs,peepoHappy
2022-04-26T11:19:23.480321,boblobber,#thebausffs,1ST  R MORE DMG
2022-04-26T11:19:23.480444,cktoudiangry,#thebausffs,!ban
2022-04-26T11:19:23.480540,streamelements,#thebausffs,cktoudiangry has been permanently banned from the shat Sadge
2022-04-26T11:19:23.480643,western_tv,#thebausffs,dead mans PagMan
2022-04-26T11:19:23.480728,russellthemussel,#thebausffs,SOLO BOLO BABY
2022-04-26T11:19:23.480810,softy56,#thebausffs,The skillz are insane
2022-04-26T11:19:23.480892,pasi997,#thebausffs,DD
2022-04-26T11:19:24.095182,olivejj,#thebausffs,pokiJAM  pokiJAM
2022-04-26T11:19:26.547586,pushaxc,#thebausffs,!ban
2022-04-26T11:19:26.547643,abstractjj,#thebausffs,"""he wanted sheild"" Chatters"
2022-04-26T11:19:26.766345,bloodmayrain,#thebausffs,deaths dance
2022-04-26T11:19:26.977958,toumouniek,#thebausffs,DD
2022-04-26T11:19:27.134627,bottomliness,#thebausffs,DANCE
2022-04-26T11:19:27.134683,dajo_qq,#thebausffs,deaths dance
2022-04-26T11:19:27.291168,swingingjungler,#thebausffs,deaths dance?
2022-04-26T11:19:28.519257,latchee_,#thebausffs,ga
2022-04-26T11:19:28.675791,lippydarren,#thebausffs,BAUSOLO BAUSLO
2022-04-26T11:19:28.675854,subscroof,#thebausffs,DD?
2022-04-26T11:19:28.832758,leodebeer,#thebausffs,zonyas
2022-04-26T11:19:29.148748,abbishdiman,#thebausffs,deathdance?
2022-04-26T11:19:27.447663,wtsky,#thebausffs,gwen
2022-04-26T11:19:27.760542,maciune,#thebausffs,peepoDJ  AlienGathering  peepoDJ  peepoDJ  AlienGathering  peepoDJ  peepoDJ  AlienGathering  peepoDJ  peepoDJ  AlienGathering  peepoDJ  peepoDJ  AlienGathering  peepoDJ  peepoDJ  AlienGathering  peepoDJ  peepoDJ  AlienGathering  peepoDJ
2022-04-26T11:19:27.917101,draekyor,#thebausffs,Dead mans
2022-04-26T11:19:28.362573,rahooookman,#thebausffs,deaths dance
2022-04-26T11:19:28.519204,croosas,#thebausffs,death dance?
2022-04-26T11:19:26.077770,lingmee69,#thebausffs,Duck
2022-04-26T11:19:26.234472,partyforbro,#thebausffs,MLADY
2022-04-26T11:19:26.234521,sirpudgee,#thebausffs,VIBE
2022-04-26T11:19:26.234532,scottflamingo,#thebausffs,peepoChat
2022-04-26T11:19:26.234543,whitechocsprnklz,#thebausffs,sunfire
2022-04-26T11:19:26.234555,evacuationz,#xqcow,@LEGOenthusiast I hope you steep on legos >:(
2022-04-26T11:19:26.234565,destroapo,#thebausffs,RANDUINS
2022-04-26T11:19:26.234588,fusdreng,#thebausffs,GA
2022-04-26T11:19:26.234597,ritonlaveur23,#thebausffs,are you
2022-04-26T11:19:26.234609,bootyslap7,#thebausffs,MLADY
2022-04-26T11:19:26.234618,milkshakegore,#thebausffs,solaryDance
2022-04-26T11:19:26.391004,dronoooo,#thebausffs,FeelsStrongMan Clap
2022-04-26T11:19:23.323042,sightstoneward,#thebausffs,Duck
2022-04-26T11:19:25.067822,xeniioos,#thebausffs,leTroll
2022-04-26T11:16:49.635571,xeniioos,#thebausffs,pokiJAM
2022-04-26T11:16:49.792291,urbanedensity,#thebausffs,Dat dono timing
2022-04-26T11:16:49.949029,trickster_______,#thebausffs,Leanin Heads will roll
2022-04-26T11:16:50.114262,1comegetsome,#thebausffs,YEPJAM Tssk YEPJAM Tssk YEPJAM Tssk YEPJAM Tssk
2022-04-26T11:16:50.270810,daarkinxx,#thebausffs,BigBrother
2022-04-26T11:16:50.270987,jacqb,#thebausffs,Duck
2022-04-26T11:16:50.271117,vini_santoss,#thebausffs,project X ratJAM
2022-04-26T11:16:51.530301,spintto,#xqcow,!rouellete 1
2022-04-26T11:16:51.687000,duxas421,#thebausffs,ALIENALIENALIENALIENALIEN
2022-04-26T11:16:52.020343,wietsev2000,#thebausffs,Duck
2022-04-26T11:16:52.177007,kudicarry,#thebausffs,Duck  Countdown  Duck Duck  Countdown  Duck
2022-04-26T11:16:54.401427,iverngott,#thebausffs,GROSS GORE MUSICc
2022-04-26T11:16:54.558067,lingmee69,#thebausffs,Duck
2022-04-26T11:16:54.714675,khurdan,#thebausffs,Leanin
2022-04-26T11:16:54.714829,spintto,#xqcow,!roulette 1
2022-04-26T11:16:54.714977,nemfin1,#thebausffs,Leanin
2022-04-26T11:16:54.918813,stickztheflow,#thebausffs,Leanin Tssk
2022-04-26T11:16:55.227826,schnozebot,#xqcow,ACTION spintto lost 1 points in roulette and now has 342673 points! xqcSmash
2022-04-26T11:16:58.383457,wapanu,#thebausffs,!playlist
2022-04-26T11:16:58.540090,zzerp,#thebausffs,pokiJAM forsenPls pokiJAM forsenPls pokiJAM forsenPls pokiJAM forsenPls pokiJAM forsenPls pokiJAM forsenPls pokiJAM forsenPls
2022-04-26T11:16:58.725822,jacqb,#thebausffs,Duck im doing this irl
2022-04-26T11:16:58.918001,meblackbeard,#thebausffs,peepoDJ Dance peepoDJ Dance peepoDJ Dance peepoDJ Dance peepoDJ Dance peepoDJ Dance peepoDJ Dance peepoDJ Dance
2022-04-26T11:16:59.074499,punchodd,#thebausffs,mikyx Pog
2022-04-26T11:16:59.074662,kudicarry,#thebausffs,Duck  Countdown  Duck
2022-04-26T11:16:59.074784,aquele_vao,#thebausffs,Duck Duck Duck Duck Duck
2022-04-26T11:16:59.231273,eatonchairs,#thebausffs,PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF PagWoman UNBANNED WTF
2022-04-26T11:16:57.535023,chamborals,#xqcow,thats fake
2022-04-26T11:16:57.844422,epsilonal,#thebausffs,Duck
2022-04-26T11:16:55.384526,toloxl_12,#thebausffs,Leanin Tssk
2022-04-26T11:16:55.541063,onthevirg,#thebausffs,ratJAM Tssk ratJAM Tssk ratJAM Tssk ratJAM Tssk ratJAM Tssk ratJAM Tssk ratJAM Tssk ratJAM Tssk ratJAM Tssk ratJAM Tssk
2022-04-26T11:16:55.541235,riqui__,#thebausffs,Diddles
2022-04-26T11:16:55.741712,shinoo_,#thebausffs,OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance
2022-04-26T11:16:55.898199,not_a_bonobo_,#thebausffs,dance
2022-04-26T11:16:55.898373,xozor_,#thebausffs,Leanin
2022-04-26T11:16:55.898518,lmsk_15,#thebausffs,Leanin Tssk Leanin Tssk  Leanin Tssk Leanin Tssk  Leanin Tssk Leanin Tssk
2022-04-26T11:16:56.055248,objectsinthemirror,#thebausffs,ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBody ratirlBodyratirlBody
2022-04-26T11:16:56.211821,sightstoneward,#thebausffs,Duck Duck Duck Duck Duck Duck
2022-04-26T11:16:56.211871,soaringchimp,#thebausffs,ratJAM
2022-04-26T11:16:56.211887,spogg,#thebausffs,pokiJAM 󠀀
2022-04-26T11:16:56.426271,potionseller12,#thebausffs,Leanin
2022-04-26T11:16:56.583224,fabinho3a,#thebausffs,MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid MrDestructoid
2022-04-26T11:16:56.759874,mitussss,#thebausffs,AYAYAjam Clap
2022-04-26T11:16:56.916532,xxtwinkiez,#thebausffs,bausLeanin Tssk dance till ur dead Tssk bausLeanin
2022-04-26T11:16:57.082871,thebausffs_viewer,#thebausffs,louder
2022-04-26T11:16:57.239576,siema_elo_witam,#thebausffs,OkayuDance  󠀀
2022-04-26T11:16:53.429458,sh1lol,#thebausffs,ratJAM ratJAM ratJAM ratJAM ratJAM ratJAM ratJAM ratJAM
2022-04-26T11:16:53.585925,shinoo_,#thebausffs,OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance
2022-04-26T11:16:53.742545,scottflamingo,#thebausffs,Countdown
2022-04-26T11:16:53.742707,nayruns,#thebausffs,HEADS WILL ROLL
2022-04-26T11:16:53.899132,exawion,#xqcow,@Yaekaii so its pretty much a mid tier movie but then again. 57 people reviewed it soo... might as well try it. PagMan 👍
2022-04-26T11:16:54.244866,ritonlaveur23,#thebausffs,Jammies
2022-04-26T11:16:50.427527,korrnavang,#thebausffs,hamJam
2022-04-26T11:16:50.584107,easyonmyjuice,#thebausffs,Leanin Tssk Duck
2022-04-26T11:16:50.584325,graypanda666xxx,#thebausffs,Diddles Diddles
2022-04-26T11:16:50.740677,xplazmin,#thebausffs,VibePls  VIBE
2022-04-26T11:16:50.740888,siema_elo_witam,#thebausffs,OkayuDance
2022-04-26T11:16:50.741054,chienlol44,#thebausffs,potJAM
2022-04-26T11:16:50.897258,izzo_eu,#thebausffs,forsen 󠀀
2022-04-26T11:16:51.053944,shinoo_,#thebausffs,OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance OkayuDance
2022-04-26T11:16:52.333459,m1kyx,#thebausffs,@Schauweg HeyGuys
2022-04-26T11:16:52.333641,whitechocsprnklz,#thebausffs,Duck
2022-04-26T11:16:52.490075,pupu420,#thebausffs,bring out the molly bois
2022-04-26T11:16:52.646806,taccerung,#thebausffs,Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert Duck banger alert
2022-04-26T11:16:52.803167,meblackbeard,#thebausffs,peepoDJ Dance
2022-04-26T11:16:52.803330,chamborals,#xqcow,HUH
2022-04-26T11:16:52.959586,axopti_,#thebausffs,peepoDJ
