datetime,username,channel,message
2022-04-26T11:21:31.699826,tagek,#thebausffs,Absolute garbage
2022-04-26T11:09:28.899916,xdavidxxv,#thebausffs,wut
2022-04-26T11:09:29.056210,caslty,#thebausffs,Kapp
2022-04-26T11:09:29.213008,wit3li,#thebausffs,thebausffs is an high priority player in riot
2022-04-26T11:09:29.369481,maracus124,#thebausffs,She monkaW
2022-04-26T11:09:29.549370,jojuuuuu,#thebausffs,DOES SHE BREASTFEED YOU ALSO ?
2022-04-26T11:09:29.705885,trollneel,#thebausffs,algorythm prob thought u too bad with your stats to be actually grandmaster
2022-04-26T11:09:29.862435,chrissino06,#thebausffs,MLEDY got you unbanned
2022-04-26T11:09:29.862598,420n3k0,#thebausffs,Copege
2022-04-26T11:09:29.862737,vinnie1202,#thebausffs,Clueless
2022-04-26T11:09:29.862874,daarkinxx,#thebausffs,Kapp
2022-04-26T11:09:31.039789,doomdaey,#thebausffs,Kappa
2022-04-26T11:09:31.196362,quenthy,#thebausffs,did u see the leaks baus high noon sion skin @Thebausffs
2022-04-26T11:09:31.196518,sumdumfrak,#thebausffs,Copege
2022-04-26T11:09:31.353039,ipurpul,#thebausffs,SHES A HER???
2022-04-26T11:09:31.509686,lolath0n,#thebausffs,Kappa
2022-04-26T11:09:31.509859,seductivecupcake420,#thebausffs,bausSelfie never banned
2022-04-26T11:09:31.509984,carmenbarbieri,#thebausffs,Copege I WASNT BANNE
2022-04-26T11:09:31.510103,shi9shi,#thebausffs,WeirdChamp CHAT
2022-04-26T11:09:31.666423,loztommy,#thebausffs,Kappa
2022-04-26T11:09:31.666600,fisttheplebs_,#thebausffs,Morcus7 YEPCock
2022-04-26T11:09:31.822993,branxton,#thebausffs,HUH HER HUH HER HUH HER HUH HER HUH HER HUH HER HUH HER HUH HER HUH HER HUH HER HUH HER HUH HER HUH HER HUH HER HUH HER HUH HER
2022-04-26T11:09:31.823144,shibluwu,#thebausffs,BOOBA FRIEND
2022-04-26T11:09:31.823267,adreuska,#thebausffs,Kappa
2022-04-26T11:09:33.976716,schnozebot,#xqcow,ACTION bigdaddykane13 lost 1576 points in roulette and now has 0 points! xqcSmash
2022-04-26T11:09:34.133341,based_one,#thebausffs,Copege not abnned
2022-04-26T11:09:34.133503,plohediam,#thebausffs,HUH riot gf confirmed
2022-04-26T11:09:34.133651,lantier0,#thebausffs,KAISA JUNGLE OMEGALUL KAISA JUNGLE OMEGALUL KAISA JUNGLE OMEGALUL KAISA JUNGLE OMEGALUL KAISA JUNGLE OMEGALUL KAISA JUNGLE OMEGALUL KAISA JUNGLE OMEGALUL KAISA JUNGLE OMEGALUL KAISA JUNGLE OMEGALUL
2022-04-26T11:09:34.290001,jhincognito,#thebausffs,SUSSY
2022-04-26T11:09:34.290187,melletjeman,#thebausffs,Corpa
2022-04-26T11:09:34.290353,eslamhamdy6,#thebausffs,who is herrrrr
2022-04-26T11:09:34.446568,serache1,#thebausffs,Copege
2022-04-26T11:09:34.446746,aizshinzo,#thebausffs,Kappa
2022-04-26T11:09:34.603170,faysal_abuse,#thebausffs,HUH im confused
2022-04-26T11:09:34.603343,lucanator69,#thebausffs,LUL
2022-04-26T11:09:34.759839,lotenus,#thebausffs,FAKER PROTECTION
2022-04-26T11:09:37.945454,lasty03,#thebausffs,baccaCOPIUM
2022-04-26T11:09:36.983581,fluffyizuna,#thebausffs,Clueless
2022-04-26T11:09:36.983754,odarknemesis,#xqcow,Hog users !roulette 5000
2022-04-26T11:09:36.983888,zohnie,#thebausffs,@Thebausffs How would you counter your tank SIon  or ad Sion gameplay ?
2022-04-26T11:09:37.140184,positive_friend,#thebausffs,Don’t worry be happy
2022-04-26T11:09:37.319058,zerojustice,#thebausffs,LULW
2022-04-26T11:09:37.475653,baggoskilled,#thebausffs,HER??
2022-04-26T11:09:37.475808,peggiev,#thebausffs,SUSSY 2/18
2022-04-26T11:09:37.632340,boingboing27,#thebausffs,Susge
2022-04-26T11:09:37.632499,based_one,#thebausffs,Copege not banned
2022-04-26T11:09:37.632618,migzsket12,#xqcow,TrollDespair
2022-04-26T11:09:37.788937,commando2k,#thebausffs,Suske
2022-04-26T11:09:37.789138,heirofsalazar,#thebausffs,under inspection
2022-04-26T11:09:37.789297,robby___123,#thebausffs,Suske
2022-04-26T11:09:34.916313,fr0zenarrow,#thebausffs,sus
2022-04-26T11:09:34.916496,kietack1203,#thebausffs,SUSPICION LULW
2022-04-26T11:09:35.073017,pipischlauch,#thebausffs,Sure Kappa
2022-04-26T11:09:35.229666,modusponens112,#thebausffs,HUH 🤙 HUUUUUUH
2022-04-26T11:09:35.229879,cottonbalzz,#thebausffs,HER?!?!?!?!?!
2022-04-26T11:09:35.386329,yoinkedbanana,#thebausffs,I HAVE A GUY GIGACHAD
2022-04-26T11:09:35.386530,mar0_69,#thebausffs,!song
2022-04-26T11:09:35.386650,antiubi,#thebausffs,use proxy to get baned
2022-04-26T11:09:35.542907,jaybreeze009,#thebausffs,her?  HUH
2022-04-26T11:09:35.543071,shinoo_,#thebausffs,LOLW
2022-04-26T11:09:35.543193,dunwall5,#thebausffs,Kappa
2022-04-26T11:09:35.543339,streamelements,#thebausffs,"I don't fking know, shazam or something you lazy fuck WeirdChamp"
2022-04-26T11:09:35.543513,trutlord,#thebausffs,YOU SEKSED HER? HUH YOU SEKSED HER? HUH YOU SEKSED HER? HUH YOU SEKSED HER? HUH YOU SEKSED HER? HUH YOU SEKSED HER? HUH YOU SEKSED HER? HUH YOU SEKSED HER? HUH YOU SEKSED HER? HUH .YOU SEKSED HER? HUH
2022-04-26T11:09:35.700257,gergexgod,#thebausffs,Baus vs Baus?
2022-04-26T11:09:35.700439,caslty,#thebausffs,OMEGALUL
2022-04-26T11:09:35.700623,omark50,#thebausffs,YEPJAM Tssk 󠀀YEPJAM Tssk 󠀀YEPJAM Tssk 󠀀
2022-04-26T11:09:35.856865,zerojustice,#thebausffs,OMEGALUL
2022-04-26T11:09:35.857028,bigdaddykane13,#xqcow,fuck
2022-04-26T11:09:36.013457,cptmustard,#thebausffs,Susge
2022-04-26T11:09:36.013619,crxa,#thebausffs,over night FLUSH
2022-04-26T11:09:36.357134,deadmoonlight,#thebausffs,Clueluess
2022-04-26T11:09:36.513695,calebguajardo,#thebausffs,how are the girls
2022-04-26T11:09:36.513854,walwal23,#thebausffs,for what??
2022-04-26T11:09:36.670381,stickztheflow,#thebausffs,Copege
2022-04-26T11:09:36.670595,nottoobadaye,#thebausffs,Kappa
2022-04-26T11:09:36.670741,floogg,#thebausffs,SUSSY
2022-04-26T11:09:36.670863,aminxd123,#thebausffs,OMEGALUL
2022-04-26T11:09:36.826977,xtrufiane,#thebausffs,HER?
2022-04-26T11:09:33.010877,f0r54ken,#thebausffs,Did you say DAAAAAAAAAAAMNNNNNN when you woke up unbanned?
2022-04-26T11:09:33.167542,devon_hendryx,#thebausffs,Kappa
2022-04-26T11:09:33.167735,kingluiz_,#thebausffs,YUST
2022-04-26T11:09:33.167861,hyperdma_,#thebausffs,SUSSY
2022-04-26T11:09:33.167985,baggoskilled,#thebausffs,WAMAN? BOOBA
2022-04-26T11:09:33.324197,kindail,#thebausffs,Kapp
2022-04-26T11:09:33.324366,whitechocsprnklz,#thebausffs,Copege
2022-04-26T11:09:33.324493,bigdaddykane13,#xqcow,!roulette all EZ
2022-04-26T11:09:33.483014,suriaj_etama,#thebausffs,LUL
2022-04-26T11:09:33.639685,yellowjesus_,#thebausffs,how many time have you told this to chat?
2022-04-26T11:09:30.019013,azooamps,#thebausffs,Kapp
2022-04-26T11:09:30.019173,koroyoki,#thebausffs,HER?
2022-04-26T11:09:30.175632,br0m1ke,#thebausffs,Copege 🚨  MAJOR COPE ALERT Copege 🚨  MAJOR COPE ALERT Copege 🚨  MAJOR COPE ALERT Copege 🚨  MAJOR COPE ALERT Copege 🚨  MAJOR COPE ALERT Copege 🚨  MAJOR COPE ALERT Copege 🚨  MAJOR COPE ALERT Copege 🚨  MAJOR COPE ALERT Copege 🚨  MAJOR COPE ALERT Copege 🚨  MAJOR COPE ALERT Copege 🚨  MAJOR COPE ALERT Copege 🚨  MAJOR COPE ALERT
2022-04-26T11:09:30.175791,melletjeman,#thebausffs,Corp
2022-04-26T11:09:30.175915,a_rabid_unggoy,#thebausffs,Clueless
2022-04-26T11:09:30.332130,pickmeonlyyasuo,#thebausffs,Kappa
2022-04-26T11:09:30.488707,fkmpr,#thebausffs,Booba
2022-04-26T11:09:30.645356,anonymousfollower_,#thebausffs,Kappa
2022-04-26T11:09:30.802481,koerake_,#thebausffs,ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged ITS ABOUT TIME lolSingedITS ABOUT TIME lolSinged ITS ABOUT TIME lolSinged
2022-04-26T11:09:31.979593,kevfromthenorth,#thebausffs,"damn bro, how deep are you into league? If you get me ;)"
2022-04-26T11:09:31.979768,western_tv,#thebausffs,leTroll
2022-04-26T11:09:32.136272,paraleyser,#thebausffs,Kappa
2022-04-26T11:09:32.292817,naxan990,#thebausffs,her FLUSH
2022-04-26T11:09:32.292980,subscroof,#thebausffs,Kappa
2022-04-26T11:09:32.293106,michahess,#thebausffs,Copege
2022-04-26T11:09:32.449501,scottflamingo,#thebausffs,LULW
2022-04-26T11:09:32.449656,partyforbro,#thebausffs,OMEGALUL
2022-04-26T11:09:32.606174,spaulo_32001,#thebausffs,HOW MUCH YOU PAID?
2022-04-26T11:09:32.606384,izzo_eu,#thebausffs,forsen 󠀀
2022-04-26T11:09:32.851929,dmdzhddld,#thebausffs,MIGUNG vs BAUS
2022-04-26T11:09:09.010123,ipurpul,#thebausffs,HER? HUH
2022-04-26T11:09:09.010287,viet7,#thebausffs,her ?
2022-04-26T11:09:09.010499,totempoder,#thebausffs,her pog
2022-04-26T11:09:09.010626,aysquirrel,#thebausffs,HER? FLUSHED
2022-04-26T11:09:09.010775,yung_piwosz,#thebausffs,HER HUH
2022-04-26T11:09:09.010928,spirit_tf_up,#thebausffs,EZ HER?
2022-04-26T11:09:09.011052,jaybreeze009,#thebausffs,EZY
2022-04-26T11:09:09.011201,justintheuniverse,#thebausffs,her ??? BOOBA her ??? BOOBA
2022-04-26T11:09:09.166671,arakhor,#thebausffs,FLUSH
2022-04-26T11:09:09.166864,gladydaddy27,#thebausffs,HUH A GUY HUH HER HUH A GUY HUH HER HUH A GUY HUH HER HUH A GUY HUH HER HUH A GUY HUH HER HUH A GUY HUH HER HUH A GUY HUH HER
2022-04-26T11:09:09.323250,historyteacherhashinshin,#thebausffs,guy/her HUH
2022-04-26T11:09:09.323407,shibluwu,#thebausffs,GUY AND HER?
2022-04-26T11:09:09.323528,tung12596,#thebausffs,she??
2022-04-26T11:09:09.323646,ripzaddo,#thebausffs,she FLUSH
2022-04-26T11:09:09.323765,mattitheguy,#thebausffs,HUH
2022-04-26T11:09:09.323884,nottoobadaye,#thebausffs,KappaPride HER?
2022-04-26T11:09:09.479755,juggernaut_golem,#thebausffs,HUH
2022-04-26T11:09:09.479924,liluac,#thebausffs,HER HUH
2022-04-26T11:09:09.480046,koroyoki,#thebausffs,HER HUH
2022-04-26T11:09:09.636385,phineasamarillo,#thebausffs,HER FLUSH
2022-04-26T11:09:09.636573,beheerik,#thebausffs,"I have a guy, i messaged her"
2022-04-26T11:09:09.636705,jungulardifferential,#thebausffs,"""RIOT"" RIOT ""RIOT"" RIOT ""RIOT"" RIOT ""RIOT"" RIOT"
2022-04-26T11:09:09.636833,kukumav__,#thebausffs,her Pog
2022-04-26T11:09:09.636983,based_one,#thebausffs,SHE ?
2022-04-26T11:09:09.793084,ltsgabas,#thebausffs,Which country its thebauss from?
2022-04-26T11:09:09.793245,lantier0,#thebausffs,SUCKED HIS COCK FOR UNLOCK FLUSH
2022-04-26T11:09:09.793369,stdismus,#thebausffs,guy = her?
2022-04-26T11:09:09.949875,b1ueumbre11a,#thebausffs,HER HUH
2022-04-26T11:09:09.950006,whitechocsprnklz,#thebausffs,FLUSH ???
2022-04-26T11:09:09.950128,dunwall5,#thebausffs,FLUSH
2022-04-26T11:09:10.106318,jeroenmeus44,#thebausffs,you should get that guy to ban faker
2022-04-26T11:09:10.106567,kkrttt,#thebausffs,Runes?
2022-04-26T11:09:10.106760,daallaround4,#thebausffs,SHE
2022-04-26T11:09:10.877988,puchicorn,#thebausffs,GUY = HER = SHE??
2022-04-26T11:09:13.019638,ppsalad,#thebausffs,zeus is playing sion again Pog free win for baus
2022-04-26T11:09:16.988751,kuvshinova,#thebausffs,HUH
2022-04-26T11:09:17.182598,itistag,#thebausffs,Guy her
2022-04-26T11:09:17.339268,neravius,#thebausffs,Thank her
2022-04-26T11:09:17.339430,justintheuniverse,#thebausffs,her ??? BOOBA her ??? BOOBA
2022-04-26T11:09:17.339562,bigdaddykane13,#xqcow,@Boizier_ GIGACHAD
2022-04-26T11:09:17.495836,the3reaker,#thebausffs,Wokege
2022-04-26T11:09:17.670151,inst3nct,#thebausffs,she her RIOT
2022-04-26T11:09:17.826800,aysquirrel,#thebausffs,HER? FLUSH
2022-04-26T11:09:17.826970,fwolk,#thebausffs,????
2022-04-26T11:09:17.983397,viet7,#thebausffs,you said it was a guy
2022-04-26T11:09:18.140128,frogwithteeth,#thebausffs,eavFlush HUH FLUSH HER
2022-04-26T11:09:18.140364,koerake_,#thebausffs,@Thebausffs PICK lolSinged @Thebausffs PICK lolSinged @Thebausffs PICK lolSinged @Thebausffs PICK lolSinged @Thebausffs PICK lolSinged @Thebausffs PICK lolSinged @Thebausffs PICK lolSinged @Thebausffs PICK lolSinged @Thebausffs PICK lolSinged @Thebausffs PICK lolSinged @Thebausffs PICK lolSinged @Thebausffs PICK lolSinged
2022-04-26T11:09:18.296671,nmoter,#thebausffs,She? ur in
2022-04-26T11:09:18.296822,racedefou,#xqcow,!time
2022-04-26T11:09:18.296949,moroo6,#thebausffs,her?
2022-04-26T11:09:18.453523,mudkipz_67,#thebausffs,Faker viewers LULE
2022-04-26T11:09:18.453682,yolopeter7,#thebausffs,GIRLFRIEND CONFIRMED
2022-04-26T11:09:18.610158,nobo789,#thebausffs,aniBlush
2022-04-26T11:09:18.610325,cairngorm_,#thebausffs,SHE
2022-04-26T11:09:18.610499,fossabot,#xqcow,@racedefou xQc's current local time: 04:09:18 AM (PDT)
2022-04-26T11:09:18.766720,beboo1420,#thebausffs,!uptime
2022-04-26T11:09:15.944973,quickpills,#thebausffs,KappaPride
2022-04-26T11:09:15.945152,karku_da,#thebausffs,HER
2022-04-26T11:09:15.945301,thefurqan,#xqcow,even more at the ettihad
2022-04-26T11:09:16.101634,orszyna,#thebausffs,WOMAN?
2022-04-26T11:09:16.279198,jekolp,#thebausffs,Kaisa JGL ?????
2022-04-26T11:09:16.435762,graypanda666xxx,#thebausffs,SHE FLUSH
2022-04-26T11:09:16.775224,gladydaddy27,#thebausffs,HUH FUTA COCK HUH FUTA COCK HUH FUTA COCK HUH FUTA COCK HUH FUTA COCK HUH FUTA COCK HUH FUTA COCK HUH FUTA COCK HUH FUTA COCK HUH FUTA COCK HUH FUTA COCK
2022-04-26T11:09:13.176226,vexistop,#thebausffs,she
2022-04-26T11:09:13.176398,cutoff19,#thebausffs,I have a guy (her)
2022-04-26T11:09:13.332977,anonymus9809,#thebausffs,HUH
2022-04-26T11:09:13.333229,comprandre,#thebausffs,SHE monkaW
2022-04-26T11:09:13.333432,mafiaferret,#thebausffs,HUH HER?
2022-04-26T11:09:13.489364,botrin1,#thebausffs,her
2022-04-26T11:09:13.489524,justintheuniverse,#thebausffs,her ??? BOOBA her ??? BOOBA her ??? BOOBA her ??? BOOBA
2022-04-26T11:09:13.646048,jankos_soulmate,#thebausffs,riot women
2022-04-26T11:09:13.909714,ronoronorono,#thebausffs,HER
2022-04-26T11:09:14.066386,nodditoddi,#thebausffs,HER FLUSH
2022-04-26T11:09:14.747862,qpain_,#thebausffs,wait a second.. her ?
2022-04-26T11:09:14.904435,razzeldazzel01,#thebausffs,bausSlik bausSlik bausSlik
2022-04-26T11:09:14.904599,cnmay,#thebausffs,SHE? HUH
2022-04-26T11:09:14.904722,boizier_,#xqcow,PunOko
2022-04-26T11:09:14.904848,tailung132,#thebausffs,HER HUH
2022-04-26T11:09:15.060965,dovahkin07,#thebausffs,whose her
2022-04-26T11:09:15.300354,notunderii,#thebausffs,HUH RIOT HUH RIOT HUH RIOT HUH RIOT
2022-04-26T11:09:15.456649,eslamhamdy6,#thebausffs,who is her
2022-04-26T11:09:15.456697,motiongod1,#thebausffs,WARDLE IS HAIST
2022-04-26T11:09:15.456708,a_rabid_unggoy,#thebausffs,SHE FLUSH
2022-04-26T11:09:15.631473,enriketamina,#thebausffs,forsenCoomer
2022-04-26T11:09:15.788036,8mbm8,#thebausffs,riot guy i message her
2022-04-26T11:09:15.788101,hoppitot,#thebausffs,SHE EZ
2022-04-26T11:09:15.788123,jaybreeze009,#thebausffs,EZY
2022-04-26T11:09:15.788145,tsui0,#thebausffs,her HUH
2022-04-26T11:09:11.875767,mma963,#thebausffs,"i have a guy, i messaged her huh"
2022-04-26T11:09:12.032425,mac_cr,#thebausffs,FLUSH HER
2022-04-26T11:09:12.032484,ruined_stepking666,#thebausffs,her=guy
2022-04-26T11:09:12.032496,fkmpr,#thebausffs,I HAVE A GUY SO I MESSEGE HER
2022-04-26T11:09:12.032507,kuvshinova,#thebausffs,bAUS HIDDEN GF?
2022-04-26T11:09:12.189025,daallaround4,#thebausffs,SHE?
2022-04-26T11:09:12.189085,karku_da,#thebausffs,HER HER HER HER HER HER HER
2022-04-26T11:09:12.189103,munchakoopas7,#thebausffs,HungryPaimon
2022-04-26T11:09:12.345869,destroapo,#thebausffs,her?
2022-04-26T11:09:12.346048,xxtwinkiez,#thebausffs,HER bausFlushed bausFlushed
2022-04-26T11:09:12.346197,solarahh,#thebausffs,"A GUY, HER?"
2022-04-26T11:09:12.502481,jaybreeze009,#thebausffs,EZY 󠀀
2022-04-26T11:09:12.502645,cleveland_steamer69,#thebausffs,her FLUSH
2022-04-26T11:09:12.502799,croosas,#thebausffs,her? she? oh my
2022-04-26T11:09:12.502950,razmolol,#thebausffs,SHE ? FLUSH
2022-04-26T11:09:12.503078,ssjj94,#thebausffs,RIOT
2022-04-26T11:09:12.659006,plohediam,#thebausffs,???
2022-04-26T11:09:12.659163,pashawish,#thebausffs,her
2022-04-26T11:09:12.815580,dezopyly,#thebausffs,HUH
2022-04-26T11:09:12.815770,le_ventre_de_gragas,#thebausffs,her HUH
2022-04-26T11:09:12.815913,frosch000,#thebausffs,FLUSH
2022-04-26T11:09:12.816056,soullessone54,#thebausffs,how do u play against Darius with Sion? how is the matchup? @thebausffs
2022-04-26T11:09:12.816202,meblackbeard,#thebausffs,Leanin Tssk MA BAKER Leanin Tssk MA BAKER Leanin Tssk MA BAKER Leanin Tssk MA BAKER Leanin Tssk MA BAKER Leanin Tssk
2022-04-26T11:09:12.816317,porki420,#thebausffs,HER?
2022-04-26T11:09:09.949683,lax_x1,#thebausffs,SHE FLUSH
2022-04-26T11:09:11.719232,arrowdynamic__,#xqcow,Frankfurt Fans would do more than Madrid LULW
2022-04-26T11:12:19.047550,scottflamingo,#thebausffs,RIOT
2022-04-26T11:12:19.204192,hokkau,#thebausffs,RIOT
2022-04-26T11:12:19.204362,dagtus,#thebausffs,WARDDD
2022-04-26T11:12:19.360785,thewinky,#thebausffs,how did he get level 2?
2022-04-26T11:12:19.518671,bubblewrap9,#thebausffs,he didnt
2022-04-26T11:12:19.675286,nottoobadaye,#thebausffs,hi :)
2022-04-26T11:12:19.930290,tomatocookie,#thebausffs,he didn't
2022-04-26T11:12:21.184404,gloox45,#thebausffs,that was 2nd wave
2022-04-26T11:12:21.184567,ruined_stepking666,#thebausffs,exp from kill
2022-04-26T11:12:21.342390,pakee_,#thebausffs,He didnt Pepega
2022-04-26T11:12:21.499446,kingofanimalz,#thebausffs,he killed 1 cree0
2022-04-26T11:12:21.499607,bigbugtictac,#thebausffs,He killed a minion
2022-04-26T11:12:21.656070,jankos_soulmate,#thebausffs,1/18
2022-04-26T11:12:21.656270,dbeexd,#thebausffs,he kill minion
2022-04-26T11:12:21.656434,promatix,#thebausffs,he didnt
2022-04-26T11:12:21.812605,lololol8273645,#thebausffs,i will carry leTroll  i will carry leTroll
2022-04-26T11:12:24.406123,patruce_lanus,#thebausffs,ward?
2022-04-26T11:12:24.563271,shykuar,#thebausffs,forsenCD MAD?
2022-04-26T11:12:24.563431,pandared,#thebausffs,he didnt lol
2022-04-26T11:12:24.563555,mohster99,#thebausffs,@sloppywalrusx hi :D
2022-04-26T11:12:24.563677,arrowdynamic__,#xqcow,Prediction
2022-04-26T11:12:24.719849,wilbo007,#thebausffs,he wasnt level 2
2022-04-26T11:12:28.160081,kanye_westx2024,#thebausffs,2nd wave??
2022-04-26T11:12:28.160271,doginawok,#thebausffs,"📞 Yoking HELLO, FAKER? YES HE IS DOING IT AGAIN 📞 Yoking HELLO, FAKER? YES HE IS DOING IT AGAIN 📞 Yoking HELLO, FAKER? YES HE IS DOING IT AGAIN"
2022-04-26T11:12:28.477194,kingofanimalz,#thebausffs,he killed 1 creep fast
2022-04-26T11:12:28.633824,420n3k0,#thebausffs,was 7 minions
2022-04-26T11:12:28.790527,chejnes,#thebausffs,hax
2022-04-26T11:12:28.790692,savilan,#thebausffs,second wave
2022-04-26T11:12:28.947116,thatguy0990,#thebausffs,Was 2nd wave
2022-04-26T11:12:27.100016,lud0bagman,#thebausffs,clueless LULW
2022-04-26T11:12:27.412837,dipdart,#xqcow,!weather New York
2022-04-26T11:12:27.569427,paraleyser,#thebausffs,thats so dumb RIOT
2022-04-26T11:12:27.846956,thepositivebot,#xqcow,"ACTION [Weather] dipdart, the weather in New York, USA is overcast 🌞, it is 11.1°C (52°F), tomorrow's forecast is moderate rain with 91% chance of rain."
2022-04-26T11:12:28.003530,huribo,#thebausffs,it was second wave
2022-04-26T11:12:28.003771,samurai4665,#xqcow,getting  the chills 🥶
2022-04-26T11:12:25.135782,not_a_bonobo_,#thebausffs,riot moment
2022-04-26T11:12:25.292293,caslty,#thebausffs,oops leTroll
2022-04-26T11:12:25.292453,carruj,#thebausffs,XD
2022-04-26T11:12:25.448878,sundaydelight,#thebausffs,NOT 1ST WAVE OMEGALUL
2022-04-26T11:12:25.605402,pmigbarros,#thebausffs,probably ward kill
2022-04-26T11:12:25.605612,mudk1p_,#thebausffs,he didn’t
2022-04-26T11:12:25.762031,blade0fregret,#thebausffs,RIOT RIOT RIOT RIOT RIOT RIOT RIOT RIOT RIOT RIOT RIOT RIOT RIOT RIOT RIOT
2022-04-26T11:12:25.762203,arrowdynamic__,#xqcow,Mfka
2022-04-26T11:12:25.918578,speega,#thebausffs,He dddid not
2022-04-26T11:12:25.918744,t0rment1337,#thebausffs,xp runes
2022-04-26T11:12:25.918924,obbraa,#thebausffs,He didn't get lvl 2 first wave
2022-04-26T11:12:26.075251,mjensen1231992,#thebausffs,second wave
2022-04-26T11:12:26.236465,samurai4665,#xqcow,getting the chills 🥶
2022-04-26T11:12:26.393071,nemfin1,#thebausffs,Clueless
2022-04-26T11:12:26.393258,tozoescobard,#thebausffs,he didn't
2022-04-26T11:12:26.393384,heven_s,#thebausffs,he got 2 after u died
2022-04-26T11:12:26.678268,jungulardifferential,#thebausffs,forsenCD YEP
2022-04-26T11:12:26.834829,mindbloun,#thebausffs,Aware im high elo and i have a kaisa jung
2022-04-26T11:12:26.835055,iamf0x_,#thebausffs,forsenCD just better
2022-04-26T11:12:23.148283,nyuu08,#thebausffs,Build different
2022-04-26T11:12:23.148475,logicshotgm,#thebausffs,From the pest of West to beast of the East PogChamp From the pest of West to beast of the East PogChamp From the pest of West to beast of the East PogChamp From the pest of West to beast of the East PogChamp From the pest of West to beast of the East PogChamp From the pest of West to beast of the East PogChamp
2022-04-26T11:12:23.304970,lloyyd,#thebausffs,Not fast enough xD
2022-04-26T11:12:23.461495,muzayli,#thebausffs,druttutt incident
2022-04-26T11:12:23.461694,scrub7531,#thebausffs,?????????? OMEGALUL
2022-04-26T11:12:23.628097,zhoresss,#thebausffs,its second wave
2022-04-26T11:12:23.784559,gotumirin,#thebausffs,BLIND LOLW
2022-04-26T11:12:20.086973,stickztheflow,#thebausffs,???/
2022-04-26T11:12:20.243551,donjic,#thebausffs,forsenCD
2022-04-26T11:12:20.243801,punchodd,#thebausffs,ward
2022-04-26T11:12:20.243977,omniusdab,#thebausffs,RIOT
2022-04-26T11:12:20.244167,irome_,#xqcow,!roulette 10000
2022-04-26T11:12:20.400141,whitechocsprnklz,#thebausffs,ward
2022-04-26T11:12:20.400326,bignelis,#thebausffs,forsenCD
2022-04-26T11:12:20.400480,angelicrevenge,#thebausffs,ward maybe
2022-04-26T11:12:20.556763,bloodmayrain,#thebausffs,he did not
2022-04-26T11:12:20.713420,suweren_lol,#thebausffs,"solokilled every game, so bad"
2022-04-26T11:12:20.871212,boltos_4,#thebausffs,E EF EF
2022-04-26T11:12:21.027775,based_one,#thebausffs,leTroll i knew that i would die but stayed
2022-04-26T11:12:22.080873,pall1kala,#thebausffs,wasnt first wave
2022-04-26T11:12:22.258396,qxzcasd,#thebausffs,"📞 Yoking HELLO, FAKER? YES HE IS DOING IT AGAIN 📞 Yoking HELLO, FAKER? YES HE IS DOING IT AGAIN 📞 Yoking HELLO, FAKER? YES HE IS DOING IT AGAIN"
2022-04-26T11:12:22.414986,yuraji,#thebausffs,ward
2022-04-26T11:12:22.415167,leodebeer,#thebausffs,ward
2022-04-26T11:12:22.835040,vvkool,#thebausffs,AKSHAN INCIDENT DESPAIR AKSHAN INCIDENT DESPAIR AKSHAN INCIDENT DESPAIR AKSHAN INCIDENT DESPAIR
2022-04-26T11:12:22.991539,potato0boy,#thebausffs,KILL
2022-04-26T11:12:22.991734,just_l0r3,#thebausffs,kill exp clueless
2022-04-26T11:22:09.657838,cloudzzdbd,#xqcow,wirezs poro
2022-04-26T11:22:09.814447,littleteaow,#xqcow,!roulette 300
2022-04-26T11:22:09.989668,dub_joe,#xqcow,!roulette 10
2022-04-26T11:22:10.146261,schnozebot,#xqcow,ACTION duB_Joe won 10 points in roulette and now has 1114 points! FeelsGoodMan
2022-04-26T11:22:11.672194,hamddoo,#thebausffs,@Thebausffs why stopwatch on sion
2022-04-26T11:22:15.033957,jklpo360,#thebausffs,sion grouping leaner
2022-04-26T11:22:15.190666,axelfrost2o0o,#xqcow,can you dont Pepepains
2022-04-26T11:22:15.465283,littleteaow,#xqcow,!roulette 300 󠀀
2022-04-26T11:22:16.649575,schnozebot,#xqcow,ACTION LittleTeaOW lost 300 points in roulette and now has 6240 points! xqcSmash
2022-04-26T11:22:17.205265,sumnjivko,#thebausffs,isnt that viktor from last game. the sion
2022-04-26T11:22:17.423142,krimsynpog,#thebausffs,monkaW
2022-04-26T11:22:13.636718,archyanv2,#thebausffs,"@flek21 he didnt get banned, he was locked out due to some bugs"
2022-04-26T11:22:13.934670,arakhor,#thebausffs,Basic attacks consume all stacks on-hit to deal 0 − 40 (based on Momentum) (+ 0% − 100% (based on Momentum) base AD) bonus physical damage.
2022-04-26T11:22:11.406581,destinyhorse,#thebausffs,sorcerer's akshan
2022-04-26T11:22:12.981122,mayzr_,#thebausffs,how much longer is he in korea for?
